filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
S0016236124004344,10.1016/j.fuel.2024.131287,"ethylbenzene, octane",,7.4,,NaY,FAU-NaY,100,,,,1.39e-11,m2/s,313.0,K,,,23,molecules/UC,,,Molecular Dynamics,adsorption_mode: binary-component,Computational,MD
S0016236124004344,10.1016/j.fuel.2024.131287,"ethylbenzene, octane",,7.4,,NaY,FAU-NaY,100,,,,6.06e-11,m2/s,313.0,K,,,2,molecules/UC,,,Molecular Dynamics,adsorption_mode: binary-component,Computational,MD
S0016236124004344,10.1016/j.fuel.2024.131287,ethylbenzene,6.0,7.4,,NaY,FAU-NaY,190,,,,1.89e-11,m2/s,313.0,K,,,25,molecules/UC,,,Molecular Dynamics,adsorption_mode: single-component,Computational,MD
S0016236124004344,10.1016/j.fuel.2024.131287,octane,4.9,7.4,,NaY,FAU-NaY,190,,,,3.67e-10,m2/s,313.0,K,,,18,molecules/UC,,,Molecular Dynamics,adsorption_mode: single-component,Computational,MD
S0016236124004344,10.1016/j.fuel.2024.131287,"ethylbenzene, octane",,7.4,,NaY,FAU-NaY,190,,,,1.56e-11,m2/s,313.0,K,,,23,molecules/UC,,,Molecular Dynamics,adsorption_mode: binary-component,Computational,MD
S0016236124004344,10.1016/j.fuel.2024.131287,"ethylbenzene, octane",,7.4,,NaY,FAU-NaY,190,,,,6.42e-11,m2/s,313.0,K,,,2,molecules/UC,,,Molecular Dynamics,adsorption_mode: binary-component,Computational,MD
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,3.22e-17,m2/s,,,,,,,0.00285,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.17e-17,m2/s,,,,,,,0.00275,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.22e-17,m2/s,,,,,,,0.00265,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.63e-17,m2/s,,,,,,,0.0024,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.76e-17,m2/s,,,,,,,0.0021,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,5.37e-17,m2/s,,,,,,,0.0018,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,3.48e-17,m2/s,,,,,,,0.00285,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,4.19e-17,m2/s,,,,,,,0.00275,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,5.83e-17,m2/s,,,,,,,0.00265,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,6.95e-17,m2/s,,,,,,,0.0024,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,8.41e-17,m2/s,,,,,,,0.0021,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S0016236124007907,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,2.32e-16,m2/s,,,,,,,0.0018,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
S001623612501275X,10.1016/j.fuel.2025.135550,benzene,5.35,6.4,,Sy-MCM,MCM,,,,,1.23e-10,m2/s,823.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S001623612501275X,10.1016/j.fuel.2025.135550,toluene,5.85,6.4,,Sy-MCM,MCM,,,,,3.58e-10,m2/s,823.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S001623612501275X,10.1016/j.fuel.2025.135550,"1,4-dimethylbenzene",5.8,6.4,,Sy-MCM,MCM,,,,,1.19e-09,m2/s,823.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S001623612501275X,10.1016/j.fuel.2025.135550,"1,3-dimethylbenzene",6.8,6.4,,Sy-MCM,MCM,,,,,5.48e-11,m2/s,823.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S001623612501275X,10.1016/j.fuel.2025.135550,"1,2-dimethylbenzene",6.8,6.4,,Sy-MCM,MCM,,,,,1.6e-10,m2/s,823.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0016236125012876,10.1016/j.fuel.2025.135562,but-1-ene,4.5,6.6,,T7-BEA,BEA-H,15,,,,7.5e-10,m2/s,353.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0016236125012876,10.1016/j.fuel.2025.135562,but-1-ene,4.5,6.6,,T6-BEA,BEA-H,15,,,,1.2e-09,m2/s,353.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0016236125012876,10.1016/j.fuel.2025.135562,2-methylpropane,5.0,6.6,,T1-BEA,BEA,15,,,,1.45e-09,m2/s,353.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0016236125012876,10.1016/j.fuel.2025.135562,2-methylpropane,5.0,6.6,,T5-BEA,BEA-T5,15,,,,2.06e-09,m2/s,353.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0016703700004142,10.1016/S0016-7037(00)00414-2,water,2.65,1.6,,analcime,ANA,,,,,2.8e-13,m2/s,673.0,K,,,11,%,0.02799762,bar,Isotopic exchange with diffusive-reactive modeling,,Experimental,Uptake/Release
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX,FAU-NaX,,,,,1.59e-09,m2/s,302.0,K,,,,,0.025,bar,Fick diffusion analysis,,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaMgX,FAU-NaMgX,,Mg2+,0.56,exchange degree,9.3e-10,m2/s,303.0,K,,,,,0.025,bar,Fick diffusion analysis,,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX/MgCl2,FAU-NaX/MgCl2,,MgCl2,12.6,wt%,5.67e-10,m2/s,303.0,K,,,,,0.025,bar,Fick diffusion analysis,,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX,FAU-NaX,,,,,1.1e-10,m2/s,,,,,,,,,"Fick diffusion analysis, concentration dependence fitting",parameter: D0,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaMgX,FAU-NaMgX,,Mg2+,0.56,exchange degree,9.3e-10,m2/s,,,,,,,,,"Fick diffusion analysis, concentration dependence fitting",measurement_type: D|q->qs; q/q_s: >0.98,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaMgX,FAU-NaMgX,,Mg2+,0.56,exchange degree,1.01e-11,m2/s,,,,,,,,,"Fick diffusion analysis, concentration dependence fitting",parameter: D0,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX/MgCl2,FAU-NaX/MgCl2,,MgCl2,12.6,wt%,1.84e-11,m2/s,,,,,,,,,"Fick diffusion analysis, concentration dependence fitting",parameter: D0,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaMgX,FAU-NaMgX,,Mg2+,0.56,exchange degree,5.22e-10,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: lower; parameter: D_e,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaMgX,FAU-NaMgX,,Mg2+,0.56,exchange degree,1.73e-09,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: upper; parameter: D_e,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX,FAU-NaX,,,,,8.03e-10,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: lower; parameter: D_e,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX,FAU-NaX,,,,,1.97e-09,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: upper; parameter: D_e,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX/MgCl2,FAU-NaX/MgCl2,,MgCl2,12.6,wt%,3.76e-10,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: lower; parameter: D_e,Computational,Other
S0017931019300043,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX/MgCl2,FAU-NaX/MgCl2,,MgCl2,12.6,wt%,9.87e-10,m2/s,,,,,,,,,Fick diffusion analysis,range_bound: upper; parameter: D_e,Computational,Other
S0021951703000538,10.1016/S0021-9517(03)00053-8,2-mn,,6.3,,ITQ-17,BEC-H,,,,,1.39e-09,m2/s,450.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0021951703000538,10.1016/S0021-9517(03)00053-8,2-amn,,6.3,,ITQ-17,BEC-H,,,,,9.74e-10,m2/s,450.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0021951703000538,10.1016/S0021-9517(03)00053-8,naphthalen-1-amine,6.5,6.3,,ITQ-17,BEC-H,,,,,3.3e-11,m2/s,450.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0021951703002343,10.1016/S0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,HZ,MFI,45,,,,7.8e-18,m2/s,373.0,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
S0021951703002343,10.1016/S0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ1,MFI,45,Sb,3.3,wt%,7.4e-18,m2/s,373.0,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
S0021951703002343,10.1016/S0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ2,MFI,45,Sb,6.5,wt%,3.9e-18,m2/s,373.0,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
S0021951703002343,10.1016/S0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ3,MFI,45,Sb,7.7,wt%,1.9e-18,m2/s,373.0,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
S0021951703002343,10.1016/S0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ4,MFI,45,Sb,10.2,wt%,6.6e-19,m2/s,373.0,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2-dimethylbenzene",6.8,5.07,,NU-87,NES,,,,,1.42e-10,m2/s,650.0,K,,,0.017,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,5.07,,NU-87,NES,,,,,8.3e-10,m2/s,650.0,K,,,0.017,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2,4-trimethylbenzene",6.8,5.07,,NU-87,NES,,,,,9.5e-11,m2/s,650.0,K,,,0.017,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2-dimethylbenzene",6.8,6.6,,β,BEA,,,,,2.83e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,6.6,,β,BEA,,,,,6.53e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2,4-trimethylbenzene",6.8,6.6,,β,BEA,,,,,1.84e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2-dimethylbenzene",6.8,4.7,,ZSM-5,MFI-H,,,,,5.54e-10,m2/s,650.0,K,,,0.026,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,4.7,,ZSM-5,MFI-H,,,,,4.08e-09,m2/s,650.0,K,,,0.026,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2,4-trimethylbenzene",6.8,4.7,,ZSM-5,MFI-H,,,,,1.81e-10,m2/s,650.0,K,,,0.026,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2-dimethylbenzene",6.8,7.0,,SSZ-33,CON,,,,,4.99e-10,m2/s,650.0,K,,,0.036,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,7.0,,SSZ-33,CON,,,,,1.14e-09,m2/s,650.0,K,,,0.036,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S002195170400346X,10.1016/j.jcat.2004.07.014,"1,2,4-trimethylbenzene",6.8,7.0,,SSZ-33,CON,,,,,2.53e-10,m2/s,650.0,K,,,0.036,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951705000400,10.1016/j.jcat.2005.01.027,propan-2-ol,4.7,6.6,,H-Beta,BEA-H,12.55,,,,2.4e-09,m2/s,363.0,K,4.8,mol/L,,,16,bar,,,,
S0021951705004306,10.1016/j.jcat.2005.11.007,octane,4.9,4.69,,FER,FER,,,,,3.1e-08,m2/s,773.0,K,,,0.00097,mmol/g,1.01,bar,Molecular Simulations,,Computational,MD
S0021951705004306,10.1016/j.jcat.2005.11.007,hexadecane,5.6,4.69,,FER,FER,,,,,2e-08,m2/s,773.0,K,,,0.00072,mmol/g,1.01,bar,Molecular Simulations,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,2-dimethylbenzene",6.8,6.6,,β,BEA,,,,,4.13e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,6.6,,β,BEA,,,,,5.33e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,4-dimethylbenzene",5.8,6.6,,β,BEA,,,,,8.7e-09,m2/s,650.0,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,4.7,,ZSM-5,MFI-H,,,,,1.38e-10,m2/s,650.0,K,,,0.026,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,2-dimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,6.5e-11,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,5.4e-11,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,4-dimethylbenzene",5.8,5.13,,ITQ-13,ITH,,,,,5.78e-10,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,2,4-trimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,2.7e-11,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,4-dimethylbenzene",5.8,5.13,,hypothetical zeolite (ITQ-13 single 10-MR channel),ITH,,,,,6e-11,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,5.4e-11,m2/s,650.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,2.02e-10,m2/s,700.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951706002089,10.1016/j.jcat.2006.05.034,"1,3-dimethylbenzene",6.8,5.13,,ITQ-13,ITH,,,,,3.94e-10,m2/s,750.0,K,,,0.022,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,OZ5,MFI,15,,,,4e-17,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-1,MFI,14.5,,,,1.64e-14,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-1,MFI,14.5,,,,9.81e-14,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-2,MFI,12,,,,5.48e-14,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-2,MFI,12,,,,7.18e-13,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-3,MFI,11,,,,6.67e-14,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-3,MFI,11,,,,1.67e-12,m2/s,308.0,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,OZ5,MFI,15,,,,3e-16,m2/s,308.0,K,,,,,0.0016,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-1,MFI,14.5,,,,7.1e-15,m2/s,308.0,K,,,,,0.0016,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-1,MFI,14.5,,,,1.26e-12,m2/s,308.0,K,,,,,0.0002,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-2,MFI,12,,,,7.7e-15,m2/s,308.0,K,,,,,0.0016,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-2,MFI,12,,,,4.53e-12,m2/s,308.0,K,,,,,0.0002,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-3,MFI,11,,,,1.22e-14,m2/s,308.0,K,,,,,0.0016,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
S0021951708002406,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,AZ5-3,MFI,11,,,,7.21e-12,m2/s,308.0,K,,,,,0.0002,bar,Gravimetric uptake (IGA),mode: desorption,Experimental,Uptake/Release
S0021951711003812,10.1016/j.jcat.2011.11.012,cyclooctane,6.9,4.7,,Pt H-MFI-15,MFI-PtH,15,Pt,1.0,wt%,5.57e-11,m2/s,,,,,,,,,PFG-NMR,,Experimental,PFG NMR
S0021951711003812,10.1016/j.jcat.2011.11.012,cyclooctane,6.9,4.7,,Pt H-MFI-40,MFI-PtH,40,Pt,1.0,wt%,4.93e-11,m2/s,,,,,,,,,PFG-NMR,,Experimental,PFG NMR
S0021951711003812,10.1016/j.jcat.2011.11.012,cyclohexane,6.0,4.7,,Pt H-MFI-15,MFI-PtH,15,Pt,1.0,wt%,1.3e-09,m2/s,,,,,,,,,PFG-NMR,,Experimental,PFG NMR
S0021951711003812,10.1016/j.jcat.2011.11.012,cyclohexane,6.0,4.7,,Pt H-MFI-40,MFI-PtH,40,Pt,1.0,wt%,1.52e-09,m2/s,,,,,,,,,PFG-NMR,,Experimental,PFG NMR
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,1.18e-09,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,7e-10,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,2.4e-10,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,2.4e-10,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,isopentene,5.0,5.8,,ITQ-39,ITN,,,,,5e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,isopentene,5.0,5.8,,ITQ-39,ITN,,,,,2e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,isopentene,5.0,5.8,,ITQ-39,ITN,,,,,2e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,isopentene,5.0,5.8,,ITQ-39,ITN,,,,,1e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,toluene,5.85,5.8,,ITQ-39,ITN,,,,,7e-11,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,toluene,5.85,5.8,,ITQ-39,ITN,,,,,5e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,toluene,5.85,5.8,,ITQ-39,ITN,,,,,6e-11,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,toluene,5.85,5.8,,ITQ-39,ITN,,,,,5e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-4-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,1.9e-10,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-4-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,2.4e-11,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-4-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,1.6e-10,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-4-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,6e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,5e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,2e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,1e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,2e-12,m2/s,300.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,2.86e-09,m2/s,600.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
S0021951715003528,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,1.68e-09,m2/s,600.0,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
